what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1296813345580
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1296813345590
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1296813345590
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1296813345603
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1296813345603
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1296813345614
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1296813345614
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1296813345622
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1296813345623
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1296813345623
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1296813345623
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1296813345623
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1296813345624
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1296813345624
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1296813345624
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1296813345624
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1296813345624
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1296813345624
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1296813345624
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1296813345625
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1296813345625
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1296813345625
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1296813345625
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1296813345625
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1296813345625
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1296813345625
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1296813345625
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1296813345626
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1296813345626
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1296813345626
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1296813345626
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1296813345626
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1296813345626
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1296813345626
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1296813345626
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1296813345635
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1296813345636
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1296813345636
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1296813345636
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1296813345636
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1296813345636
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1296813345636
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1296813345636
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1296813345636
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1296813345637
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1296813345637
os,sysinfo,,,"macosx",1296813345640
arch,sysinfo,,,"x86",1296813345640
ws,sysinfo,,,"cocoa",1296813345640
locale,sysinfo,,,"en_US",1296813345640
processors,sysinfo,,,"4",1296813345640
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1296813345640
java.runtime.version,sysinfo,,,"1.6.0_22-b04-307-10M3261",1296813345640
java.specification.name,sysinfo,,,"Java Platform API Specification",1296813345640
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1296813345640
java.specification.version,sysinfo,,,"1.6",1296813345640
java.vendor,sysinfo,,,"Apple Inc.",1296813345640
java.version,sysinfo,,,"1.6.0_22",1296813345640
java.vm.info,sysinfo,,,"mixed mode",1296813345640
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1296813345640
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1296813345640
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1296813345640
java.vm.specification.version,sysinfo,,,"1.0",1296813345640
java.vm.vendor,sysinfo,,,"Apple Inc.",1296813345640
java.vm.version,sysinfo,,,"17.1-b03-307",1296813345640
started,bundle,com.android.ide.eclipse.ddms,0.9.9.v201009221407-60953,"com.android.ide.eclipse.ddms",1296813352196
started,bundle,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.adt",1296813352534
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296813352817
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1296813353052
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1296813353055
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296814407596
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296814421350
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296814763018
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296814768914
error,log,,,"Failed to load properties file for project 'CustomTabBar'",1296814823183
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1296814823252
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1296814823273
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1296814824269
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296814824746
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296814828000
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296814828019
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1296814828052
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296814830601
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1296814832602
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1296814837735
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296814852853
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296814854904
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1296814854945
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296814870715
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296814953384
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1296814956625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296814960447
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296814963687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296814969277
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296814969361
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1296814976022
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296814976198
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296814976394
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1296814976681
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1296814976870
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1296814979929
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1296814988483
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1296814996319
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1296814997670
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1296814997899
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1296814998092
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1296814998295
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1296814998517
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1296815003581
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1296815004012
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1296815004219
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815005042
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815005260
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815007337
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.closeAll",1296815007374
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1296815014839
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815017334
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815018738
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296815021794
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1296815024827
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296815032464
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815032464
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815033795
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815033845
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1296815038192
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815039739
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815040147
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296815041569
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815041936
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815042003
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1296815044584
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815046283
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815046738
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296815049040
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815051042
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815051042
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1296815052544
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815063438
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815066015
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1296815066208
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296815067618
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1296815077122
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815078251
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815078618
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296815081124
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296815088492
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815088492
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815091573
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815098400
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815109484
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815120660
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815127040
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296815127087
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815129802
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815129842
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1296815131635
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1296815135706
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815136632
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815136919
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296815138908
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296815140767
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815140767
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815142766
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815153451
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815162699
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296815162804
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815166432
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815177722
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815185840
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815186068
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815188747
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815188806
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815189010
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296815189014
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815191441
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815196488
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815197247
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815198214
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815204071
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815207293
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815209450
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296815209560
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815214076
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815214122
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815217318
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815219774
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1296815219962
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296815222978
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296815242101
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815290981
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296815298683
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296815302033
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815302033
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815303633
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815303723
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1296815306989
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815308086
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815308425
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296815310554
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815313841
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815315870
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1296815316079
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296815317847
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1296815329393
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1296815341577
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1296815351681
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1296815351740
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296815356192
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296815361032
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1296815365286
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815370916
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815371279
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296815373972
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296815378877
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815378877
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815380323
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815380379
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1296815383284
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815384388
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296815384716
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296815386654
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1296815392765
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296815396245
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296815398473
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815398473
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815399926
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296815399964
